datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
2756,PANGAEA - Data from the Ocean Drilling Program (ODP),,NA,Attribution (CC BY),NA,"The Deep Sea Drilling Project (DSDP) was the first of three international scientific ocean drilling programs that have operated over more than 40 years.

DSDP data are available online from the (NGDC) and the IODP online database.",NA,,F,NA,,
2759,ICES French Southern Atlantic Bottom Trawl Survey for commercial fish species,,NA,Attribution (CC BY),NA,This dataset contains data from the Ocean Drilling Program (ODP). These data are derived from PANGAEA.,"This dataset contains data from the Ocean Drilling Program (ODP). These data are derived from PANGAEA.

The Ocean Drilling Program (ODP) was funded by the U.S. National Science Foundation and 22 international partners (JOIDES) to conduct basic research into the history of the ocean basins and the overall nature of the crust beneath the ocean floor using the scientific drill ship JOIDES Resolution. Joint Oceanographic Institutions, Inc. (JOI), a group of 18 U.S. institutions, was the Program Manager. Texas A&M University, College of Geosciences was the Science Operator. Columbia University, Lamont-Doherty Earth Observatory provided Logging Services and administered the Site Survey Data Bank.",,F,NA,,Paleobiogeography
2761,ICES Beam Trawl Survey for commercial fish species,"Fish trawl survey: ICES French Southern Atlantic Bottom Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The dataset includes age- and length-based catch per unit effort data for commercial fish species collected by the French trawl survey EVHOE.,"For the 1987 to 1996 period, the Survey EVHOE has been conducted in the Bay of Biscay on an annual basis with the exception of the years 1993 and 1996. It has been conducted in the third or fourth quarter except in 1991 where it took place in May. In 1988 two survey were conducted, one in May the other in October.

The Celtic Sea was surveyed from 1990 to 1994 but the sampling was restricted to a small geographical area. The duration is between 40 to 45 days depending on year and availability of ship. Since 1997, the survey covered all the Celtic Sea and Bay of Biscay during the 4th quarter.

The French demersal survey began in 1987. The survey area was first limited to the Bay of Biscay (ICES Divisions VIIh, VIIIa,b,c and d) and in 1990, the survey area was extended towards the north to cover the grounds of Celtic sea deeper than 100 meters (ICES Divisions VIIe,f,g,h and j). 

Prior to 1997, the sampling designs were as follows: In the Bay of Biscay (ICES Divisions VIIh, VIIIa,b,c and d) a stratified sampling scheme was originally used. 

The area was divided according to latitude into 3 blocks and the hauls were distributed in seven depth zones (15-30, 31-80, 81-120, 121-160, 161-200, 201-400, 401-600 m). 100 hauls were made at fixed locations and 35 at changeable stations from year to year. Since 1989, all the hauls (mean number by survey 135) are made at the same locations.

In the Celtic Sea (ICES Divisions VIIe,f,g,h and j) the sampling design was systematic, stations were located at the intersection points of a grid of lines 25 nautical miles apart both in latitude and in longitude. The mean number of sets was 56.

From 1997 onwards the whole area has been separated in 5 geographical strata or sectors: southern Bay of Biscay (GS) and northern Bay of Biscay (GN), southern Celtic Sea (CS), central Celtic sea (CC) and northern Celtic sea (CN). In each sector a depth-stratified sampling strategy has been adopted with 7 depth ranges: 0-30, 31-80, 81-120, 121-160, 161-200, 201-400 and 401-600 m. 

The sampling design is a stratified random allocation. The number of hauls per stratum is optimised by a Neyman allocation taking into account the most important commercial species in the area (hake, monkfish and megrim). Minimum of two stations per stratum is sampled and 140 fishing stations are planned every year. This number of hauls is adjusted according to the ship time available at sea. 

Catch weight and catch numbers were recorded for all species, only selected finfish and shellfish species were measured until 1990. Since 1991, all finfish and a selection of shellfish (mainly nephrops and squids) are measured. 

Since 1997, the French survey has been carried out on the R/V Thalassa, a stern trawler of 73.7 m length by 14.9 m wide, gross tonnage of 3022 t. The fishing gear used is a GOV 36/47 without exocet Kite which is replaced by 6 additional floats. In average, the gear has a horizontal opening of 20 m and a vertical opening of 4 m. The doors are plane-oval with 1350 Kg.",Neil Holdsworth,F,NA,"Benthos , Phytoplankton , Zooplankton",
2762,Irish Ground Fish Survey for commercial fish species,"Fish trawl survey: ICES Beam Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The Beam Trawl Survey dataset includes age- and length-based catch per unit effort data for commercial fish species in ICES statical rectangles.,"Five countries are participating in the Working Group on Beam Trawl Surveys (WGBEAM). In total, during 8 offshore surveys data are collected. The surveys covered by WGBEAM have all their own origins and were not set up as one survey. Due to that, no standardization has taken place in gears. The different countries all have their own sampling area and because the gears used vary, it is not possible to change sampling locations from one country to the other without any thorough scientific study beforehand. However, WGBEAM tries to increase standardization in sampling by staff exchange during the surveys and by publishing a manual.",Neil Holdsworth,F,NA,Fish,
2763,ICES North Sea International Bottom Trawl Survey for commercial fish species,"Fish trawl survey: Irish Ground Fish Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk..",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The dataset includes age- and length-based catch per unit effort data for commercial fish species collected during the Irish Ground Fish trawl survey.,"Fisheries Science Services (FSS) carries out the annual Irish Groundfish Survey (IGFS) in the fourth quarter of each year as part of a larger coordinated survey effort with our EU neighbours (France to the south; and the UK to the north). 

A broad spectrum of data is collected during the survey, but the overriding objective is to provide information on commercially exploited fish stocks. In particular the survey provides an index of the proportion of juveniles in the stock, which in turn gives an indication of its spawning success. This is an important source of information not available from commercial landings due to the necessary minimum fish length restrictions on commercial catches. 

In addition, the survey provides data on species and environmental parameters in areas of both high and low commercial activity. This gives a better context to data for the entire survey area as opposed to focusing entirely on traditional fishing hot-spots that can remain stable while significant changes in surrounding background abundance and distribution go un-noticed.

The primary goal of the groundfish survey is to develop estimates of juvenile abundance for important species. Measurements of the abundance of juvenile fish are a critical measure of the health of a stock, serving as an annual indication of recruitment (the number of newly spawned fish which enter the population each year) success or failure. Most importantly, they allow forecasting of future commercial abundance. 

Survey provides data on the distribution and biology of commercial and non-commercial species of ecological interest, as well as hydrographic and environmental observations. When these data are combined with annual recruitment indices they can help identify the possible causes driving year-class success or failure, and allow us to see long-term changes in populations that may have been caused by fishing, pollution, or climate change. This spatial dataset comprises the haul station location from the trawl survey. The Irish Groundfish Survey feeds into the International Bottom Trawl Survey [ie. IBTS] for international reporting. 

The Irish West Coast Groundfish Survey started in 1990 and for the first two years consisted of circa 25 stations concentrated around the Irish coast in ICES Areas Via South and VIIb. Adverse weather in 1992 limited station coverage to only 4 stations which effectively broke the time series.

The survey was re-established in 1993 and has consisted of circa 70 stations, for Parts A and B combined, since then. Spatial coverage was extended west out to the 200m contour, but remains as Via South and VIIb.

Due to the restrictions of the current and previous research vessel commercial trawlers have been contracted to carry out the survey work. Wherever possible continuity of vessel and gear has been maintained and standard IBTS methodology applied. However, due to reduced staffing on commercial vessels it has rarely been possible to completely sort the catch.

Until 2000 all cod were sorted from the catch and then a sub-sample of two baskets was taken and completely sorted. From 2001 onwards, in response to an overall review of survey sampling undertaken during the IPROSTS Project (Anon 2001), the catch is completely sorted for all target species and a qualitative assessment made of the residual catch as a minimum.

The Irish surveys use an ICES rectangle based sampling strategy. The sampling design attempts to allocate at least two stations per rectangle (where the sea area is appropriate). Stations are selected randomly within each rectangle from known clear tow positions.

On the WCGS and ISCGS circa 70 fishing stations are planned on each survey every year. The number of hauls is adjusted according to the ship time available at sea.

The Irish West Coast Groundfish Survey is carried out in two parts: Part A covers ICES Division Via (south) and VIIb (north); Part B covers ICES Division VIIb and VIIj. The survey is conducted from 15 to 300 m depths during the fourth quarter (October - November). The Irish West Coast Groundfish Survey is carried out on chartered commercial fishing vessels. Whilst the same vessel (MFV Marliona, 224 gross tonnage and 30 m LOA) has normally been used each year for Part A and Sionann for Part B, in 2001 Part B was conducted from the MFV Regina Ponti (34.5 m LOA). Both vessels use a Rockhopper net with 12 inch discs and 11 inch Thyboron doors. The nets are fitted with a 20 mm codend liner. Gear performance throughout the survey is monitored using Furuno Ch24 (Headline Monitor).

The Irish Sea Celtic Ground Survey commenced in 1997 and evolved from an earlier Irish Sea Juvenile Fish Survey. As a consequence early survey stations concentrated largely, though not exclusively, around a number of shallow spawning areas along the Irish east coast in VIIa. These positions were expanded in combination with clear tows provided by the industry and CEFAS as well as some exploratory tows.

Spatial coverage therefore extended into the western Irish Sea from 2001 into the area around the Isle of Man, Liverpool and Cardigan Bays and the Welsh coast. The survey is carried out on the Irish research vessel the R.V. Celtic Voyager.

The sampling procedure on board conforms to the IBTS standard protocols and as such all cod are sampled and aged, the entire catch is sorted and then sub-sampled as and where appropriate.

The Irish survey in the Irish Sea and Celtic Sea covers ICES Division VIIa and VIIg. The survey is conducted from 10 to 150 m depths during the fourth quarter (November-December) by the RV Celtic Voyager. This vessel is 32 m in length with gross tonnage of 340 t. The fishing gear used is a GOV 28.9/37.1 Trawl with Morgere Kite (0.85 by 0.85m). Mean vertical opening is 6 m and door spread 48 m. Morgere Polyvalent doors (Type AA4.5) are used and gear performance is monitored throughout the survey using the SCANMAR (RX400) net monitoring system (Headline height, Door spread).

Trials on the new 65m research vessel, the R.V. Celtic Explorer, are due to commence in late 2002. Therefore, from 2003 onwards all Irish Surveys will be conducted on this new vessel, starting around mid October through to late November.",Neil Holdsworth,F,NA,Fish,
2764,Northern Irish Ground Fish Trawl Survey,"Fish trawl survey: ICES North Sea International Bottom Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The dataset includes age- and length-based catch per unit effort data for commercial fish species in ICES roundfish areas.,"In the North Sea the IBTS started in the 1960's as a survey that was directed at juvenile herring and was at that time called the International Young Herring Survey (IYHS).

As it was gradually realised that the survey also yielded valuable information for other fish species, such as cod and haddock, the objectives were broadened and the survey was renamed into the International Young Fish Survey (IYFS). Besides the IYFS, which was carried out in the first quarter, a number of national surveys developed in the 1970's and 1980's that were mainly carried out in the third quarter. 

In 1990 ICES decided to combine the international and the national surveys into the IBTS. The IBTS is carried out twice per year (1st and 3rd Quarters) since 1997 and on a quarterly basis in the period 1991-1996.

Prior to 1977 there was no standardisation of gear although all ships used bottom trawls with a small mesh cover. In 1977 ICES recommended that all ships should use a GOV trawl as specified by the Institut des Peches Maritimes, Boulogne. A detailed description of the net is to be found in the manual (Anon. 2004). The GOV trawl has been gradually phased in, e.g. in 1979 only 3 vessels were equipped with the GOV trawl, but by 1983 all 8 nations were using this gear. It should be noted that although the gear is now standard, variations in the rigging exist between the various countries. 

The fishing method is also standardized and described in the manual (Anon. 2004). Fishing speed is 4 knots measured as trawl speed over the ground. In 1977 ICES also recommended that the duration of a tow should be reduced from an hour to half an hour with the catch data to be expressed in numbers per hour. All nations accepted this recommendation although it was a number of years before 30 minutes became the standard.",Neil Holdsworth,F,NA,Fish,
2766,Scottish West Coast Survey for commercial fish species,"Fish trawl survey: Northern Irish Ground Fish Trawl Survey. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The dataset includes age- and length-based catch per unit effort data for commercial fish species in the Irish Sea.,"In the Northern Ireland survey, the sampling design is stratified with fixed-position stations. Stratification is by depth and seabed type. Haul duration is 3 nautical miles at 3 knots over the seabed. Stations in the St George's Channel are 1 nautical mile at 3 knots and have only been surveyed since October 2001. Number of stations is 45 in northern Irish Sea and 12 in St George's Channel. Tows are during day time only.

The surveys have been carried out in March and October since 1992. From March 1992 to March 2001, the survey extended from 54° 43' N to 53° 22' N. From October 2001 the survey is extended into the St George's Channel to 52° 18' N. Depth range is from 20 to 120m.

The surveys are carried out on the R.V. Lough Foyle, a 43.5m stern trawler of 880 kw and GRT 547 tonnes. The fishing gear is a rock-hopper otter trawl with a 17m footrope fitted with 250 mm non-rotating rubber discs. The gear has a mean vertical opening of 3 m. The door spread varies from around 25m at 20m depth to 40m at 80m depth. A 20mm (inside mesh) codend is fitted.",Neil Holdsworth,F,NA,Fish,
2767,Scottish Rockall Survey for commercial fish species,"Fish trawl survey: Scottish West Coast Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,"The dataset includes age- and length-based catch per unit effort data for commercial fish species collected during the Scottish West Coast Survey. 

The Quarter 1 Scottish Groundfish survey started in 1981 and was initially intended to cover the fishing grounds on the continental shelf to the west of Scotland; in 1996 the survey area was extended to include the northern Irish Sea.","The Scottish West Coast Surveys use a similar ICES rectangle based sampling strategy to that used in the North Sea. Trawl stations are selected at one tow per rectangle based on a library of clear tows. There is no explicit return to the same trawling position every year, although this is generally the case. 

Since 1999 the potential for using a depth rather than rectangle based stratification has been under investigation. To this end, and where possible, those rectangles which display substantial internal depth variation have been sampled twice at different depths. The recent inclusion of samples collected between 200 and 500m would suggest that depth stratification should be initiated as soon as possible.

The survey covers Division Via and extends into the northern part of the Irish Sea and north west of Ireland. The depth range covered has been 20 to 500m since 2000. The survey is usually carried out in March of each year. The target species are cod, haddock, whiting, saithe and herring and age frequencies are constructed for these species. All other fish species encountered are also sampled for at least length frequencies. 

Indices of abundance at age are calculated for all the target species and these data are used at the Northern Shelf Assessment Working Group and also made available for the Herring Assessment Working Group.",Neil Holdsworth,F,NA,Fish,
2768,PANGAEA - Data from Ocean margin exchange project (OMEX I),"Fish trawl survey: Scottish Rockall Survey for commercial fish species. ICES Database of trawl surveys (DATRAS). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,The dataset includes age- and length-based catch per unit effort data for commercial fish species collected during the Scottish Rockall Survey.,"The Scottish Quarter 3 Rockall survey began in 1985 and was carried out annually until 1997. However, in 1998 it was decided to make the survey a bi-annual event; in 1998 a new survey of deep water stocks was completed, in the future the Rockall survey and a deep water survey will occur in alternate years.

The Rockall surveys will generally be in September during odd numbered years. The survey covers only a relatively small area, in the order of eight ICES rectangles. Trawl stations are on known clear tows and vary between 2 and 8 per rectangle depending on the proportion of the area within the 250m depth contour.",Neil Holdsworth,F,NA,Fish,
2817,ICES Historical Plankton Dataset,,NA,Attribution (CC BY),NA,"Data of physical, chemical and biological measurements collected along the northwest European shelf break.","The field data campaign of 80 research cruises took place in two of the three project phases along the European continental shelf. The studies included regions of both narrow-shelf and broad-shelf environments. 

OMEX I was aimed at understanding, evaluating and modelling the processes happening along the northwest European shelf break. It collected extensive physical, chemical and biological measurements. 

A number of sites on the European continental margin were studied. The primary site was at the Goban Spur, to the south west of Cornwall, supported by comparison sites off northern Norway and Iberia. This phase ran from the beginning of April 1993 until the end of December 1995 and collected over 600 individual data sets during 47 research cruise legs.",,F,NA,"Benthos , Plankton , Phytoplankton , Zooplankton",
2855,Collection Polychaeta SMF,"ICES Historical Plankton Dataset (1901-1912). The International Council for the Exploration of the Sea, Copenhagen. 2010. Online source: http://ecosystemdata.ices.dk.",NA,Licence ,ICES Data Policy: http://www.ices.dk/marine-data/guidelines-and-policy/Pages/ICES-data-policy.aspx,"Data from seven historical ICES volumes has been digitized and quality checked through a cooperative project between SAHFOS, ICES and the University of Plymouth (UK). Data include >13,000 plankton samples. Approximately 2000 taxa, many identified to species level, are included. The data are from a variety of cruises. Within EurOBIS and EMODnet, presence only values have been made available. 
<ul>
<li>ICES Bulletin Resultats Acquis Pendant les Courses Periodiques 1901-1902
<li> ICES Bulletin Resultats Acquis Pendant les Courses Periodiques 1902-1903
<li> Resultats Acquis Pendant les Courses Periodiques 1903-1904
<li> Resultats Acquis Pendant les Courses Periodiques 1904-1905
<li> Resultats Acquis Pendant les Courses Periodiques 1905-1906
<li> Resultats Acquis Pendant les Courses Periodiques 1906-1907
<li> Bulletin Planktonique 1907-1912
</ul>",NA,Abigail McQuatters-Gollop,F,NA,Plankton,Plankton
2856,Collection Cnidaria SMF,Senckenberg: Collection Polychaeta SMF https://doi.org/10.15468/ehpqkw,https://doi.org/10.15468/ehpqkw,Attribution (CC BY),,The Polychaetes collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. This collection contains Polychaetes from all over the world.,"Due to the participation in numerous expeditions and projects over the past 15 years many polychaetes have been added to the collections. Only a part of them has so far been studied and catalogued. In terms of number of specimens and taxa represented, the collections from the North Sea, the Mediterranean Sea, the Red Sea, and the South China Sea belong to the most important collections worldwide.",Andreas Allspach,F,NA,"Benthos , Invertebrates",Museum collections
2858,Collection Bryozoa SMF,"Senckenberg, Collection Cnidaria SMF. https://doi.org/10.15468/e2vb1g",https://doi.org/10.15468/e2vb1g,Attribution (CC BY),,The Cnidaria collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. This collection contains Cnidaria from all over the world.,"Within the Cnidaria collection approximately 100 primary type species are present; the type and reference material originates mainly from the works of  Schultze (1896 & 1903), Vanhöffen (1902), Kükenthal (1911), Stechow & Müller (1913),  Stechow (1923), and Graßhoff (u.a. 1977, 1982, 1986, 1988, 1992,  1999, 2000).",Andreas Allspach,F,NA,Invertebrates,Museum collections
2859,Collection Tunicata SMF,Senckenberg: Collection Bryozoa SMF. https://doi.org/10.15468/pcedro,https://doi.org/10.15468/pcedro,Attribution (CC BY),,The Bryozoa collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. This collection contains Bryozoa from all over the world.,"The Section Marine invertebrates 3 of the Senckenberg Research Institute houses a wide-ranging collection of bryozoans from the North Sea, the Mediterranean, the Arabian seas. the East Asian coastal seas (Philippines, Japan, Hainan/China), the Southern Ocean (New Zealand, Australia), and Antarctica. The collection has been significantly expanded by the donation of about 15,000 specimen boxes of Professor Heinrich Ristedt (Bonn, Germany). 

The Ristedt -Collection is composed of dried specimens, mounted on match boxes in small plastik containers. We have adopted this practical system to integrate all new collections.

The Section´s collection of fossil bryozoans is even larger, since Professor Voigt (1905-2004) has left us with a massive legacy of the wordwide  most comprehensive collection of Cretaceous bryozoans.  He was one of the greatest ever bryozoologists, a scientist with an 80 year long record of bryozoan publications. His enormous bryozoan collection occupies thousands of cavity slides, and boxes.  Although most of the specimens represent the Upper Cretaceous of Northern Europe, there are significant collections from other stratigraphical periods such as the Ordovician (Caradoc) kuckersite (oilshale) deposits from Estonia. 

Aside from the Voigt legacy, individual benefactions have likewise expanded the variety of fossil bryozoans in our collecton, including Cretaceous bryozoans donated by Ursula Schneemilch (Hannover), and Upper Paleozoic bryozoans, some of them types, given to us by Dr. Andrej Ernst (Kiel).",Andreas Allspach,F,NA,"Benthos , Invertebrates",Museum collections
2861,Collection Porifera SMF,"Senckenberg, Collection Tunicata SMF. https://doi.org/10.15468/yxkqzo",https://doi.org/10.15468/yxkqzo,Attribution (CC BY),,"The Tunicata collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. It contains Tunicata from all over the world and includes the type material of 40 primary types; especially important is the reference material related to the works of Gottschaldt (1898), Hartmeyer (1903, 1911, 1912), and Sluiter (1913 & 1932).",NA,Andreas Allspach,F,NA,Invertebrates,Museum collections
2862,Collection Echinodermata SMF,"Senckenberg, Collection Porifera SMF https://doi.org/10.15468/kvr2go",https://doi.org/10.15468/kvr2go,Attribution (CC BY),,The Porifera collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. This collection contains Porifera from all over the world.,"The Porifera collection comprises at present 179 primary type species (holo- and syntypes), including the types and reference material published in Kieschnick (1896), Schulze (1900 & 1904), Thiele (1900 & 1903), Lendenfeld (1907), Hentschel (1912), and Janussen et al. (2004).",Andreas Allspach,F,NA,Invertebrates,
2865,Crustacea ZMK,Senckenberg: Collection Echinodermata SMF https://doi.org/10.15468/a1z56b,https://doi.org/10.15468/a1z56b,Attribution (CC BY),,The Echinodermata collection is part of the SeSAM collections of Senckenberg which combines all collections held at the Senckenberg Natutal History Museum of Frankfurt. This collection contains Echinodermata from all over the world.,NA,Andreas Allspach,F,NA,Invertebrates,Museum collections
2897,The echinoderm collection (IE) of the Muséum national d'Histoire naturelle (MNHN - Paris),"Senckenberg, Crustacea ZMK https://doi.org/10.15468/hsd8qy",https://doi.org/10.15468/hsd8qy,Attribution (CC BY),,This dataset contains data from the Crustacea collection from the Zoological Museum of the CAU University Kiel. The collection contains Crustacea specimens collected from all over the world.,NA,Andreas Allspach,F,NA,Invertebrates,"Holotypes , Museum collections"
3149,HMAP Dataset 12: North-west Scotland Fisheries,MNHN - Museum national d'Histoire naturelle: Echinoderm specimens https://doi.org/10.15468/tp2nxo,https://doi.org/10.15468/tp2nxo,Attribution (CC BY),,"The aim is to provide a general view of the echinoderm collection of the Paris Museum, which is primarily a scientific collection. The naturalist Jean-Baptiste Lamarck, one of the founders of the Theory of Evolution, was the first to really establish the collection of echinoderms at the Paris Museum. There are both dry and alcohol-preserved lots. Some sea cucumber specimens are preserved as microscopic preparations on slides. The number of lots is estimated at 500,000, of which 0.4% are types. Echinoderms have been collected in all oceans, at all latitudes. The largest numbers of specimens were collected relatively recently in the Indo-West Pacific.","Echinoderms live exclusively in marine waters and at all depths. For 25 years intensive research programs have permitted huge collections to be obtained, especially from the Indo-Pacific and Antarctic regions. Most of the data entered so far are from these regions.",Nadia Ameziane,F,NA,Invertebrates,Museum collections
3157,"HMAP Dataset 20: Limfjord Catch Data, 1890-1925","C. Pita and G. Pierce, 'HMAP Dataset 12: North-west Scotland Fisheries', in J.H. Nicholls (comp.) HMAP Data Pages (https://oceanspast.org/hmap_db.php)",NA,Attribution (CC BY),,"This dataset contains catch data from West Scotland for herring, haddock and Norway lobster. The data covers the time period from 1893 to 2005.",NA,"John Nicholls , Graham Pierce , Cristina Pita",F,NA,Fisheries,"Fishery statistics , Historical records"
3182,Yorkshire Naturalists Union Marine and Coastal Section Records,"Anne Lif Lund Jacobsen (Anne Husum Marboe ed.), 'Limfjord Catch Data 1890-1925', in J.H. Nicholls (comp.) HMAP Data Pages (https://oceanspast.org/hmap_db.php)",NA,Attribution (CC BY),,"This dataset contains historical five-yearly catch data from Limfjord (Denmark) for eel, plaice, cod and herring. The data covers the time period 1890-1925.","This dataset contains historical five-yearly catch data from Limfjord (Denmark) for eel, plaice, cod and herring. The data covers the time period 1890-1925.","John Nicholls , Anne Lif Lund Jacobsen",F,NA,Fisheries,"Historical records , Visvangststatistieken"
3183,"Seasearch Crawfish, <i>Palinurus elephas</i>, Surveys","Yorkshire Naturalists Union Marine and Coastal Section Records. Yorkshire Naturalists Union Marine and Coastal Section, York, Yorkshire, UK - UK National Biodiversity Network. https://doi.org/10.15468/ajwexx",https://doi.org/10.15468/ajwexx,Attribution (CC BY),,"This dataset contains species records gathered during field meetings of the Yorkshire Naturalists Union Marine and Coastal Section since 2011, as well as records gathered during a marine life identification course in 2010.","To improve our understanding of the distribution of marine and coastal species in Yorkshire, species records were gathered during field meetings of the Yorkshire Naturalists Union Marine and Coastal Section since 2011, as well as during a marine life identification course in 2010. All intertidal surveys have been carried out by volunteers. The dataset includes records collected by members of the public during the Scarborough Bioblitz in June 2011, all of which were verified by experienced recorders. Records from the Scarborough Bioblitz include specimens collected by a fishing vessel and by divers. This dataset does not contain any mollusc records, as these have been provided to the Conchological Society. Since this dataset consists of records made by volunteer recorders during YNU field meetings and ad hoc records sent in by YNU members independently, it should not be regarded as having comprehensive geographic or taxonomic coverage. Where possible, records are determined in situ by experienced recorders within the YNU, and in some cases photographs and specimens have been sent to experts for verification.",Yorkshire Naturalists Union; Marine and Coastal Section,F,NA,"Biology , Ecology - biodiversity",Geografische verspreiding
3186,Marine records from Skomer Marine Nature Reserve (MNR) Marine Monitoring Programme,"Seasearch Crawfish, <i>Palinurus elephas</i>, Surveys. Marine Conservation Society, UK - UK National Biodiversity Network. https://doi.org/10.15468/mstwhp",https://doi.org/10.15468/mstwhp,Restricted,<p>Access to crawfish data in Wales has been restricted at the request of the Countryside Council for Wales. Elsewhere full access is given. The reason for the restriction is because in the view of CCW crawfish are vulnerable to human disturbance and thus full disclosure to the public (especially of positions) could lead to environmental harm. This sensitive information may be made available under licence to specific organisations and individuals that need to know to avoid harm to the environment.<p>,This survey was carried out to gather information regarding the numbers and distribution of Crawfish throughout Britain and Ireland. The dataset consists of records of sightings of <i>Palinurus elephas</i> by scuba divers.,"This dataset consists of records of sightings of <i>Palinurus elephas</i> or Crawfish by scuba divers. The welsh records from 1969 - 2009 were obtained from logbook entries made by divers. Data from 2009 onwards is from entries made by divers on the Seasearch online Crawfish observation site. It should be noted that other observations of crawfish made during wider Seasearch surveys are included in the Seasearch Marine Surveys database and are not duplicated here. Data has been provided by volunteer divers and does not attempt to provide a comprehensive picture of distribution of crawfish either spatially or temporarily. There can be high confidence in the accuracy of the records made as crawfish is an easily identified species, however, absence of records will in part be due to sporadic nature of recording. Further information available from the Seasearch Coordinator (Chris Wood).","Chris Wood , Marine Conservation Society",F,NA,"Biology , Ecology - biodiversity , Invertebrates",
3187,Marine flora and fauna records from the North-east Atlantic,"Marine records from Skomer Marine Reserve (MNR) Marine Monitoring Programme. Countryside Council for Wales, UK - UK National Biodiversity Network. https://doi.org/10.15468/207iog",https://doi.org/10.15468/207iog,Restricted,"<p>Countryside Council for Wales is legally obliged to give public access to the data and information which it holds unless specific legal exceptions apply, for example, if the data is personal or if release of the data would result in environmental harm.<p>This dataset contains sensitive species data for which detailed location data is restricted:<ul><li>Crayfish <i>Palinurus elephas</i> (below 10km square)<li>King scallop <i>Pecten maximus</i> (below 10km square)<li>Queen scallop <i>Aequipecten opercularis</i> (below 10km square)</ul><p>Sensitive data may be made available under licence to approved individuals and organisations on request. Please apply for sensitive access via the NBN Gateway.<p>You may re-use non-sensitive data in any format or medium, provided that you do so accurately, acknowledging both the source and Countryside Council for Wales's copyright, and do not use it in a misleading context. To avoid using old information, we recommend that you obtain the latest version from the NBN Gateway.<p>",Skomer MNR was designated in 1990. This dataset contains the results of a range of projects developed by Skomer Marine Monitoring Team to monitor the health of the reserve and investigate the relevant aspects of the species life histories for baseline information. Large scale surveys developed in the 1970's and 1980's provided the foundation for the monitoring.,"Purpose of data capture: Monitoring is undertaken to provide an assessment of the condition of features against set targets and will contribute to reporting on the MNR as well as Pembrokeshire Marine SAC within which the reserve lies.

Methods of data capture: Various. Please see Surveys in NBN metadata for details.

Geographical coverage: Data is collected around Skomer Island and on the mainland between Musselwick Sands and Gateholm Island within the Marine Nature Reserve.

Data quality: The majority of the records were created by NRW staff, qualified contractors or volunteers and are generally of a good standard.",Natural Resources Wales,F,NA,"Biology , Ecology - biodiversity , Invertebrates , Macroalgae , Fish",Marine reserves
